,ID,Status,Created At,Text,Polarity
87,1264837733454880769,tweet,2020-05-25 08:36:29,"@sankalpakumohap You are requested to get in touch with your branch over the phone to get information in this regard. For contact details of the branch, you may visit https://t.co/VYOh1D2Vi8 .",0
86,1264837697895452674,retweet,2020-05-25 08:36:21,"Bipin Bihari Goudu ,State-Odisha having SBI Ac-30602697695 M-8117879240 has been hacked and Rs 15500 has been withdrawn from bank account through @PhonePe_.I request @PhonePeSupport @phonepe_safety @TheOfficialSBI to take necessary action to refund this amount. @RBI @FinMinIndia https://t.co/vSQKtDlBDT",0
85,1264837669101559811,retweet,2020-05-25 08:36:14,#YesBank_AT1_RetailInvestor the write off of AT1 bonds of YB was planned by SBI/RBI bosses to please FM-@DasShaktikanta @RBI @rkumar1958 @pk63 @PMO @FMO-a very badly executed plan-paid taxes Rs.2.1 Bn to Govt despite bank having liquidity issues-@nsitharaman-FM is not aware of it https://t.co/Pib9khCPdI,0
84,1264837611706822656,retweet,2020-05-25 08:36:00,"@SBICard_Connect Received call from SBI CARD, after talking received sms regarding forwarding of reversal of Rs 1141.02  ,for rest  Rs 2426.10 and Rs 205.38 is still pending for forwarding  for reversal.. waiting for complete reversal of charges levied..",0
83,1264837566278369280,tweet,2020-05-25 08:35:50,"@TheOfficialSBI @SBICard_Connect 2 days back I was doing mobile recharge from SBI rewards, amount got deducted but recharge was unsuccessful &amp; even balance was deducted from SBI account which is not yet reimburse. Please help to reimburse my amount https://t.co/ivRlbWz8K9",0
82,1264837508401111040,tweet,2020-05-25 08:35:36,"With @PIXSTOX, we have been tracking bond liquidity. In last 3M, 40 of REC and 37 Bonds of HDFC were most traded. REC-SR189-7.92-31MAR30 traded 229 times and HDFC-SR009-6.99-13FEB23  184 times. Last week 519 Bonds traded. Top Issuers PFC, REC, SBI, NABARD and Indian Rail Finance. https://t.co/1XVWzToYGJ",0
81,1264837473487802369,tweet,2020-05-25 08:35:27,@jitendragupta69 You can find contact details of our branches here https://t.co/VYOh1D2Vi8 .,0
80,1264836892387770369,retweet,2020-05-25 08:33:09,4) SBI MF wrote a letter to SEBI alleging fund diversion and fraud and asking for action against past and present directors of Reliance Home Finance. Nothing has come of it.,0
79,1264836659318677504,tweet,2020-05-25 08:32:13,"@TheOfficialSBI @PMAYUrban @NhbIndia @MoHUA_India please help me by releasing my pmay subsidy from sbi CNA that is showing me stage 4 from May 6,2020 also I got the text for the same that sbi will realese it to your PLI. Pmay id C0001361877 loan ac *******6473 HSR sec 3 BLR",0
78,1264836569883717633,tweet,2020-05-25 08:31:52,@TheOfficialSBI  kindly share sbi bank customer service point ( BC) necessary guidelines by bank,0
77,1264836398219251712,retweet,2020-05-25 08:31:11,"May this pious day brings you all immense joy, happiness, peace and prosperity. SBI Delhi Circle wishes everyone ‘Eid Mubarak. https://t.co/rfEcEqmMOT",0
76,1264835771371933696,retweet,2020-05-25 08:28:42,4) SBI MF wrote a letter to SEBI alleging fund diversion and fraud and asking for action against past and present directors of Reliance Home Finance. Nothing has come of it.,0
75,1264835734122323968,tweet,2020-05-25 08:28:33,Ok I'mo https://t.co/HPeO2OAp34,0
74,1264835675867746304,tweet,2020-05-25 08:28:19,Poop mom https://t.co/uoNWUAQ44g,0
73,1264835444140732416,retweet,2020-05-25 08:27:24,30 million of those are from SBI. https://t.co/H8B1cCDbZ3,0
72,1264835088388362241,tweet,2020-05-25 08:25:59,@khan2978 you are requested to kindly visit the link https://t.co/EGw7JOQs3i for detailed information in this regard.,0
71,1264835045010706432,retweet,2020-05-25 08:25:48,Aahuti  1 UPI/GPay- agniveerupi@sbi  2 Card/PayTM/Wallets/NEFT https://t.co/hG3ML2dOLu  3 Only Ind (80G tax rebate) Jan Swabhiman Welfare Society Savings A/C-000701254577 IFSC-ICIC0000007  4 Outside Ind https://t.co/1F1DZQMaT1  Pls mail payment details at agniveeryajna@gmail.com https://t.co/SWCTZzAZ8c,0
70,1264835013100605440,tweet,2020-05-25 08:25:41,@KishorekannanM we request you to kindly visit the link https://t.co/Lth1oisuJz for detailed information in this regard.,0
69,1264834975033065473,tweet,2020-05-25 08:25:32,@SBICard_Connect Don't apply sbi card,0
68,1264834941117857792,tweet,2020-05-25 08:25:24,@TheOfficialSBI Most of the ATM of nadiad head quarter of kheda district Gujarat state Is out of money from 2 months but SBI charged for ATM cards why???,0
67,1264834875615559680,tweet,2020-05-25 08:25:08,Ok I'mo https://t.co/HPeO2OS0rE,0
66,1264834694664904704,tweet,2020-05-25 08:24:25,@BORAHARIBABU @TheOfficialSBI @jananee56961804 no bro not received my refund. Flipkart has already sent my money but @TheOfficialSBI Sbi has not credited my money to my ac,0
64,1264834272529199105,tweet,2020-05-25 08:22:44,"@vava_raghu Dear Raghavendran Rao, please visit the link https://t.co/mF4XHJ1ADf to know about various business loans and to apply online for the same. https://t.co/mSYcXr4dBD",0
65,1264834273279967232,retweet,2020-05-25 08:22:44,"Interesting. Here's another article from FXCoin about using XRP for B2B tx. Apologies for the limited translation but I believe it indicates SBI mentioned leveraging XRP for corporate group settlements and that a swap market is necessary, involving FXCoin. https://t.co/2ItxEZZqhp",0
63,1264834167944040449,tweet,2020-05-25 08:22:19,@Naveenmalik5 @narendramodi @PMOIndia @LabourMinistry @FinMinIndia @aajtak @ndtvindia @ZeeNews IB bunch of frauds. Glad that I shifted my loan to SBI,0
61,1264834061111046145,tweet,2020-05-25 08:21:54,@Rakulpreet I AM THE EMPEROR OF THREE WORLD'S DWARAKA GOLDEN KINGDOM GRAND SIRE VISHNU  INCORPORATED BRITISH UNION JACK FLAG AND AMERICAN FLAG VICTORIA AND ELIZABETH NOT BRITISH MONARCH NOW GOVT RBI SBI SETTINGS ON MY BUSINESS $8 TRILLION MY FAMILY'S TREASURES WORLD BANK IMF THE MAHABHARAT https://t.co/zYKsZxr9Ao,0
62,1264834062952390657,retweet,2020-05-25 08:21:54,True Meaning of SBI Logo  !!  Lunch Time Chal Raha Hai  !! https://t.co/2yEgEeZq7T,0
60,1264833823843315713,tweet,2020-05-25 08:20:57,4) SBI MF wrote a letter to SEBI alleging fund diversion and fraud and asking for action against past and present directors of Reliance Home Finance. Nothing has come of it.,0
59,1264833815677071360,tweet,2020-05-25 08:20:55,1) Close ended funds (mostly FMPs) saw collapse in NFOs in FY19 2) Many held too few papers and were hit by defaults 3) Some were mis-sold as FD. In one case a textile mill worker was sold a close end hybrid fund by SBI. It had ADAG paper which defaulted.  https://t.co/v3XGnFxp6c,0
58,1264833180600688642,retweet,2020-05-25 08:18:24,After much requests we have our UPI id for india ready so donors in india can do an UPI transfer as well  here is our upi id   dakshinvrindavan@sbi,0
57,1264833158932869120,tweet,2020-05-25 08:18:19,@sunbagga @PankajRathi33 @abdulrazack93 @OnePlus_IN @oneplus @PeteLau will buy for sure if SBI card offer applicable on it..,0
56,1264832525173764097,retweet,2020-05-25 08:15:48,CSPs linked to SBI Branches of Amreli Region in Bhavnagar Module are rendering services to customers with all precautionary measures in their fight against #COVID19. @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/aDKke8BKOn,0
55,1264832476008124416,retweet,2020-05-25 08:15:36,"Mr Amit Kumar, working at Pipavav Port and young customer of our SBI Rajula Branch,Amreli Region in Bhavnagar Module appreciating the services rendered by the Branch during these difficult times.  @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/avQDwU5ocm",0
54,1264831915380682753,tweet,2020-05-25 08:13:22,My answer to Is it the right time to invest in SBI stock with a value of Rs 150? https://t.co/l66gvHUmjS,0
53,1264831896241963008,retweet,2020-05-25 08:13:18,@RBI please see attached screenshot shot taken from yono app . Sbi giving personal loan at two different interest rate but EMI for 11.50 interest rate is lower than interest rate for 9.85. SBI is making fool to their customers. https://t.co/3fE5kWumdw,0
52,1264831833688158208,tweet,2020-05-25 08:13:03,@RBI please see attached screenshot shot taken from yono app . Sbi giving personal loan at two different interest rate but EMI for 11.50 interest rate is lower than interest rate for 9.85. SBI is making fool to their customers. https://t.co/3fE5kWumdw,0
51,1264831715454840832,retweet,2020-05-25 08:12:35,30 million of those are from SBI. https://t.co/H8B1cCDbZ3,0
50,1264831618595860480,retweet,2020-05-25 08:12:11,SBI Branches in Gandhinagar Module are rendering services to the customers by ensuring Social Distancing and other precautionary measures in their fight against #COVID19.  @TheOfficialSBI @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/tI6osFpW8O,0
49,1264831479173066753,retweet,2020-05-25 08:11:38,SBI Branches in Junagadh Region of Bhavnagar Module are rendering services to customers by ensuring Social Distancing and other precautionary measures in their fight against #COVID19. @TheOfficialSBI  @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/w6GqPHDvaO,0
48,1264831469538570240,retweet,2020-05-25 08:11:36,30 million of those are from SBI. https://t.co/H8B1cCDbZ3,0
47,1264831452342112257,retweet,2020-05-25 08:11:32,CSPs linked to SBI Branches of Amreli Region in Bhavnagar Module are rendering services to customers with all precautionary measures in their fight against #COVID19. @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/aDKke8BKOn,0
46,1264831413158907905,retweet,2020-05-25 08:11:22,"Mr Amit Kumar, working at Pipavav Port and young customer of our SBI Rajula Branch,Amreli Region in Bhavnagar Module appreciating the services rendered by the Branch during these difficult times.  @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/avQDwU5ocm",0
45,1264831353012523008,retweet,2020-05-25 08:11:08,SBI Mobile ATM Van in  Ahmedabad offered ATM services to BSF Jawans near their Camp.They utilised ATM services with  Social distancing and utmost discipline. They were very happy and appreciated the efforts by SBI during #COVID19. @TheOfficialSBI  @DFSFightsCorona https://t.co/gVDu6CNpph,0
44,1264830408241418240,tweet,2020-05-25 08:07:23,@BZZameerAhmedK sir Acc 64171187713 SBI ifsc SBIN0011137 branch sirwar please help me sir,0
43,1264830373311070208,retweet,2020-05-25 08:07:15,@SBICard_Connect you youself has been a different kind of fraud.  My card was registered with google play store and INR 16900 was duped and not a single call or message was given to me!  Later I came to know that SBI fraud deptt had stopped txn. but SBI card allowed it the next day! #Shame,0
42,1264830273763659785,tweet,2020-05-25 08:06:51,@yashgup95354726 We have received the status that the fund transfer was successful to SBI in account number XXXXXX076. Please check and confirm.,0
41,1264830038802759680,retweet,2020-05-25 08:05:55,Agniveer is helping family rebuild house. Contribute 4 tribal welfare  UPI/GPay- agniveerupi@sbi  Card/PayTM/NEFT https://t.co/hG3ML2dOLu  Only Ind (80G tax rebate) Jan Swabhiman Welfare Society Savings A/C-000701254577 IFSC-ICIC0000007  Outside Ind https://t.co/1F1DZQMaT1,0
40,1264829840177291265,retweet,2020-05-25 08:05:07,"@SBICard_Connect @sbi card - your company is biggest fraud, we should save ourselves from you instead of frauds happening outside.  From past 5 months my m writing mails to you for my money but there is no call/ nothing. I urge everyone who is reading this post pls don't ever use the services.",0
39,1264829732819881985,tweet,2020-05-25 08:04:42,"icici, kotak, and sbi  icici cmp 291,  recent monthly low 323 weekly low 286,   lvl to watch 281-286, 255-260  kotak bank cmp 1160,  recent monthly low 1296,  weekly low 1140,  lvl to watch 1055-1068  sbi cmp 150, monthly low 190, weekly low 166,  lvl to watch 139-147 https://t.co/Hz3To5Wgtb",0
38,1264829576640901122,tweet,2020-05-25 08:04:05,"@Senapati543 Its from the terrace of SBI ,Temple road .",0
37,1264829492402388994,retweet,2020-05-25 08:03:45,Agniveer is helping family rebuild house. Contribute 4 tribal welfare  UPI/GPay- agniveerupi@sbi  Card/PayTM/NEFT https://t.co/hG3ML2dOLu  Only Ind (80G tax rebate) Jan Swabhiman Welfare Society Savings A/C-000701254577 IFSC-ICIC0000007  Outside Ind https://t.co/1F1DZQMaT1,0
36,1264829460177653760,retweet,2020-05-25 08:03:37,CSPs linked to SBI Branches of Amreli Region in Bhavnagar Module are rendering services to customers with all precautionary measures in their fight against #COVID19. @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/aDKke8BKOn,0
35,1264829441160744961,retweet,2020-05-25 08:03:32,SBI Mobile ATM Van in  Ahmedabad offered ATM services to BSF Jawans near their Camp.They utilised ATM services with  Social distancing and utmost discipline. They were very happy and appreciated the efforts by SBI during #COVID19. @TheOfficialSBI  @DFSFightsCorona https://t.co/gVDu6CNpph,0
34,1264829387876323329,retweet,2020-05-25 08:03:20,"Mr Amit Kumar, working at Pipavav Port and young customer of our SBI Rajula Branch,Amreli Region in Bhavnagar Module appreciating the services rendered by the Branch during these difficult times.  @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/avQDwU5ocm",0
33,1264829273065558025,tweet,2020-05-25 08:02:52,@TheOfficialSBI Hello SBI i want to know when the fingerprint login will be available on YONO app.,0
32,1264829175396831233,tweet,2020-05-25 08:02:29,"@SBICard_Connect In moratorium only sbi card is adding bills in next month bill, that means we need to pay full 3 months bill after the moratorium at one time.",0
31,1264828999210942464,retweet,2020-05-25 08:01:47,Aahuti  1 UPI/GPay- agniveerupi@sbi  2 Card/PayTM/Wallets/NEFT https://t.co/hG3ML2dOLu  3 Only Ind (80G tax rebate) Jan Swabhiman Welfare Society Savings A/C-000701254577 IFSC-ICIC0000007  4 Outside Ind https://t.co/1F1DZQMaT1  Pls mail payment details at agniveeryajna@gmail.com https://t.co/SWCTZzAZ8c,0
30,1264828905648783360,tweet,2020-05-25 08:01:25,"@TheOfficialSBI Is SBI enough stubborn and stupid to be called ""perfection is achieved""!! Reminder emails, huh! you just don't care about it...",0
29,1264828845875576838,retweet,2020-05-25 08:01:10,"On The Future, This Week @sandraapeter and @karisyd discuss if Silicon Valley will give up its lavish offices and move online, and why #AI gets confused by our weird behaviour during the pandemic. Listen now: https://t.co/p4G8H70b0Q https://t.co/DwLPdG82yd",0
28,1264828798995857408,retweet,2020-05-25 08:00:59,@SBICard_Connect Don't apply sbi card,0
27,1264828593277792261,retweet,2020-05-25 08:00:10,After much requests we have our UPI id for india ready so donors in india can do an UPI transfer as well  here is our upi id   dakshinvrindavan@sbi,0
26,1264828268324065281,tweet,2020-05-25 07:58:53,"@scode_snn @KishoreVaid @jaganmsna Sorry I don't, but I am a MFD and I know the portfolios of various mutual funds like the back of my hand. I can tell you very few funds had allocation to Telecom. IPru, SBI &amp; Franklin Templeton have been owning Bharti for more than a year now. Others started buying in last 6mths.",0
25,1264828193829158918,tweet,2020-05-25 07:58:35,Sir I have done a wrong upi transaction of RS.10000 to rishavpatel222@sbi upi I'd .  Plz reverse this transaction,0
24,1264828149348495361,retweet,2020-05-25 07:58:24,SBI Mobile ATM Van in  Ahmedabad offered ATM services to BSF Jawans near their Camp.They utilised ATM services with  Social distancing and utmost discipline. They were very happy and appreciated the efforts by SBI during #COVID19. @TheOfficialSBI  @DFSFightsCorona https://t.co/gVDu6CNpph,0
23,1264828097683210241,tweet,2020-05-25 07:58:12,@Satyen_chauhans Updates in this regard will be shared with you on the registered mobile and email id. You may check the status of your complaint on https://t.co/wssHcjaAQH .,0
22,1264827911648931841,tweet,2020-05-25 07:57:28,"While we are already maintaining social distance, let's also adopt the safe &amp; easy way to make payments. Use your SBI Credit Card to make online payments &amp; also avail exclusive benefits &amp; offers! Visit https://t.co/8SAQYGwZfK to know more.  #GoDigital #StaySafe https://t.co/XOonjY6xtg",0
21,1264827845563604994,retweet,2020-05-25 07:57:12,Agniveer is helping family rebuild house. Contribute 4 tribal welfare  UPI/GPay- agniveerupi@sbi  Card/PayTM/NEFT https://t.co/hG3ML2dOLu  Only Ind (80G tax rebate) Jan Swabhiman Welfare Society Savings A/C-000701254577 IFSC-ICIC0000007  Outside Ind https://t.co/1F1DZQMaT1,0
20,1264827756766015488,tweet,2020-05-25 07:56:51,"@Cybervadodara sir, some fraud person call to my wife mb number and intraudused as SBI AHMEDABAD OFFICE.His number is 7478341254.Only awareness purpose informed to you.  Jay hind.",0
19,1264827303940419584,retweet,2020-05-25 07:55:03,Agniveer is helping family rebuild house. Contribute 4 tribal welfare  UPI/GPay- agniveerupi@sbi  Card/PayTM/NEFT https://t.co/hG3ML2dOLu  Only Ind (80G tax rebate) Jan Swabhiman Welfare Society Savings A/C-000701254577 IFSC-ICIC0000007  Outside Ind https://t.co/1F1DZQMaT1,0
18,1264827023194648576,tweet,2020-05-25 07:53:56,"@kapilsharma1207 @sakthi7010 @rahulsinghsan @OnePlus_IN Yup, anyday... That's what I'm thinking too... Will use the code(IF I get it) to purchase the pop-up box only if I can combine it with the SBI card offer, or else I'll stick with my pre-booked OnePlus 8 Pro on Amazon with 4000 discount...",0
17,1264826845574266880,tweet,2020-05-25 07:53:13,"@Vipul20525155 @devbhanu13 @shiva_tilgam @ShivkiP @Rahul_Tribal @AnupamPKher Economic condition based reservation me log generation after generation choos jaate h system ko.  Mera dost h Umang Nirwan, he's not ready to give up reservation.. uske father SBI me manager h, or uske dada post office me badi post pe they  Uss jaiso ko honestly ZARURAT ni h",0
16,1264826814133702656,tweet,2020-05-25 07:53:06,"@NiteshK74985051 Dear Nitesh Kumar , We handle queries related to SBI Credit Card. Please connect with @TheOfficialSBI or visit https://t.co/mCNeDoSOf0 for queries related to SBI Debit card or Bank related queries.",0
15,1264826608138907648,tweet,2020-05-25 07:52:17,MF Holdings Top ten Largecap Stocks:- HDFC BANK ICICI BANK Reliance industries INFOSYS HDFC Bharti Airtel Axis Bank Sbi bank Kotak Bank Larson and Tubro  #stocks,0
14,1264826569232531458,tweet,2020-05-25 07:52:08,@manish_neospar @sakthi7010 @rahulsinghsan @OnePlus_IN exactly. . if not available on popup than invitation code would be waste I guess.. 3k sbi + 1k amazon pay cashback will better offer in that case,0
13,1264826475020029952,retweet,2020-05-25 07:51:45,@joncoopertweets I couldn't read past the 3rd paragraph. This is sickening. Where are the NC SBI and FBI?,0
12,1264826453117591552,retweet,2020-05-25 07:51:40,Agniveer is helping family rebuild house. Contribute 4 tribal welfare  UPI/GPay- agniveerupi@sbi  Card/PayTM/NEFT https://t.co/hG3ML2dOLu  Only Ind (80G tax rebate) Jan Swabhiman Welfare Society Savings A/C-000701254577 IFSC-ICIC0000007  Outside Ind https://t.co/1F1DZQMaT1,0
11,1264826195033505792,tweet,2020-05-25 07:50:38,"@a_jaleed @Threekaal @schaheid GDP of pakistan almost 300 billion USD .....smaller than combined revenue of only  5 indian companies....Tata,reliance,aditya birla group,hdfc and SBI..... isliye g@#d mara lo",0
10,1264826160275492864,tweet,2020-05-25 07:50:30,"@gopaljicatering Dear Customer, please visit the link https://t.co/mF4XHJ1ADf to know about various business loans and to apply online for the same.",0
9,1264826085629460482,tweet,2020-05-25 07:50:12,@Rizzz54966993 Cash Deposit at CDM is free of charge if the cash is deposited using Debit card into the card linked account. Visit https://t.co/0fcNgDzMsT,0
8,1264825777117442049,tweet,2020-05-25 07:48:59,"@rsrao037 as it may lead to frauds. You may report such cases to your nearest SBI branch, our email id (epg.cms@sbi.co.in) &amp; to the law enforcement agencies operating in your area. https://t.co/mSYcXr4dBD (2/2)",0
7,1264825776177926144,tweet,2020-05-25 07:48:59,"@rsrao037 Dear Ravi Rao, please note SBI or its employees will never seek sensitive information like user id, PIN, internet banking passwords, CVV No, OTP, etc., through phone/SMS/email. We request you to not divulge account related information to anyone over the phone/email/SMS (1/2)",0
6,1264825657273409536,tweet,2020-05-25 07:48:30,"@sakthi7010 @kapilsharma1207 @rahulsinghsan @OnePlus_IN SBI Credit card offer is available on all, Amazon/OnePlus and offline/third party stores... No idea if it can be used along with the Pop-up box...",0
5,1264825383158820871,tweet,2020-05-25 07:47:25,"@dealztrendz Bro I ordered samsung galaxy tab A at 15,000 in amazon through sbi debit card and later I cancelled the order, but I have not got the refund. Amazon has sent a refund reference number to my email , what to do , please answer bro.",0
4,1264825298048049153,retweet,2020-05-25 07:47:05,SBI Mobile ATM Van in  Ahmedabad offered ATM services to BSF Jawans near their Camp.They utilised ATM services with  Social distancing and utmost discipline. They were very happy and appreciated the efforts by SBI during #COVID19. @TheOfficialSBI  @DFSFightsCorona https://t.co/gVDu6CNpph,0
3,1264825276233482240,retweet,2020-05-25 07:46:59,CSPs linked to SBI Branches of Amreli Region in Bhavnagar Module are rendering services to customers with all precautionary measures in their fight against #COVID19. @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/aDKke8BKOn,0
2,1264825248744001537,retweet,2020-05-25 07:46:53,"Mr Amit Kumar, working at Pipavav Port and young customer of our SBI Rajula Branch,Amreli Region in Bhavnagar Module appreciating the services rendered by the Branch during these difficult times.  @DFSFightsCorona  @FinMinIndia  @CMOGuj https://t.co/avQDwU5ocm",0
1,1264825225016827906,tweet,2020-05-25 07:46:47,@kapilsharma1207 @rahulsinghsan @manish_neospar @OnePlus_IN Sbi credit card offer is valid in oneplus site or amazon??? Is it valid for the purchase of pop up bundle???,0
0,1264825176690221064,tweet,2020-05-25 07:46:36,@SBICard_Connect to nodal officer of sbi card i have a doubt for reversal of finance charges becuase of covid -19 issue i cant contact and sbi  dont replied my mail so its a request to contact me to discuss the problem with all details.,0
